ST_CASE,STATE,PEDS,VE_TOTAL,PERSONS,COUNTY,DAY_WEEK,HOUR,ROUTE,FUNC_SYS,LATITUDE,LONGITUD,TYP_INT,REL_ROAD,LGT_COND,WEATHER,FATALS,NUM_INJURED
420818,42,0,1,1,49,4,19,3,5,41.95122222,-80.48580556,1,1,2,1,1,1
420819,42,0,2,2,41,5,10,3,6,40.21722222,-77.47088889,1,1,1,1,1,1
420820,42,0,2,3,19,5,12,2,2,40.87976389,-79.89278056,1,1,1,1,1,2
420821,42,0,1,1,3,6,16,4,7,40.27611111,-79.90722222,1,1,1,1,1,1
420822,42,0,2,3,43,6,17,3,5,40.28688889,-76.76724167,1,1,1,1,1,3
420823,42,0,2,6,41,7,12,3,6,40.16719444,-77.56163889,2,1,1,2,1,6
420824,42,0,1,1,45,7,13,3,3,39.89405556,-75.35222222,1,5,1,2,1,1
420825,42,0,2,5,51,1,17,3,4,40.01594444,-79.51119444,1,1,1,2,3,5
420826,42,0,1,2,77,4,22,3,3,40.62396389,-75.44460833,1,4,3,1,1,2
420827,42,1,1,1,101,1,16,3,3,39.94699722,-75.16482778,2,1,5,2,1,1
420828,42,0,1,2,45,1,11,1,1,39.86855556,-75.31155556,1,3,1,2,1,2
420829,42,0,1,1,101,2,12,6,7,39.99658333,-75.19497222,1,4,1,2,1,1
420830,42,0,1,1,133,2,4,5,7,39.76261389,-76.78047778,1,4,2,1,1,1
420831,42,0,1,1,113,3,11,3,4,41.50849722,-76.45387222,1,4,1,1,1,1
420832,42,0,2,2,71,1,20,3,5,40.1326,-76.34698333,2,1,2,1,1,1
420833,42,0,2,2,107,2,13,3,4,40.89024722,-76.12407778,1,1,1,2,1,2
420834,42,0,2,3,133,4,18,5,7,39.99916944,-76.84428056,1,1,1,1,1,2
420835,42,1,1,1,101,2,2,3,3,40.06333889,-75.05161389,1,1,2,1,1,1
420836,42,0,2,1,125,6,21,3,7,40.11009167,-80.06242222,1,5,2,1,1,1
420837,42,1,1,1,71,5,18,3,4,40.11927222,-76.49178333,1,1,2,1,1,1
420838,42,0,1,2,37,2,5,3,7,41.00021667,-76.56175278,1,4,2,1,1,2
420839,42,0,1,1,79,1,19,3,4,41.27300278,-75.95313333,1,1,2,1,1,1
420840,42,0,4,4,55,2,17,2,3,39.91115,-77.8205,1,1,1,1,1,1
420841,42,0,3,4,71,3,14,2,3,40.24695,-76.35803611,1,1,1,1,1,3
420842,42,1,1,1,101,3,18,3,3,39.99214722,-75.14107778,1,1,5,1,1,1
420843,42,0,1,2,5,4,19,6,7,41.09063889,-79.68227778,1,5,2,1,1,2
420844,42,0,1,3,85,5,20,5,7,41.30342778,-80.17430833,1,4,2,10,3,3
420845,42,0,2,1,71,5,20,6,7,40.09226944,-76.09835278,3,5,3,10,1,1
420846,42,0,1,1,29,5,16,5,7,39.97519444,-75.55038333,1,4,1,1,1,1
420847,42,0,2,2,133,3,6,3,5,39.98233333,-76.87159167,2,1,2,1,1,1
420848,42,0,4,4,125,4,9,1,1,40.25309444,-80.18609722,1,1,1,10,1,3
420849,42,1,8,0,45,3,9,5,7,39.95022222,-75.26555556,1,1,1,1,1,1
420850,42,0,2,2,37,3,6,3,5,41.07639167,-76.38308333,1,1,2,5,1,1
420851,42,0,3,4,91,7,10,1,1,40.19384722,-75.31556111,1,1,1,1,3,4
420852,42,0,2,2,57,6,0,1,1,39.75266944,-78.18383056,1,1,2,1,1,1
420853,42,0,3,5,51,4,15,3,3,39.89228889,-79.84352778,2,1,1,1,1,4
420854,42,0,2,6,17,2,13,3,4,40.23175,-74.8875,1,1,1,1,1,6
420855,42,0,1,1,109,7,15,5,7,40.83122222,-77.07605556,1,4,1,2,1,1
420856,42,0,1,1,15,3,14,5,7,41.90097222,-76.427,1,4,1,1,1,1
420857,42,1,1,1,29,4,20,3,3,40.01490556,-75.68775833,1,1,2,1,1,1
420858,42,0,2,2,9,4,6,3,3,40.20066667,-78.65590833,4,1,2,1,1,2
420859,42,0,2,2,127,4,17,3,7,41.39727778,-75.31508333,1,1,1,1,1,1
420860,42,0,3,3,11,1,15,2,2,40.272175,-76.02533056,1,2,1,1,1,3
420861,42,0,2,2,11,5,16,3,4,40.24768889,-75.718225,3,1,1,1,2,2
420862,42,0,2,5,67,5,6,2,3,40.60170833,-77.41036111,1,3,2,1,2,4
420863,42,0,3,5,3,5,0,1,1,40.54122222,-80.122,1,3,2,1,2,4
420864,42,0,2,5,65,5,19,3,4,41.24918611,-78.82291944,1,1,2,1,1,1
420865,42,0,2,2,71,5,6,3,4,40.05686111,-76.31115833,2,1,4,10,1,1
420866,42,0,2,4,3,7,15,6,7,40.38926667,-79.98544444,3,1,1,1,1,1
420867,42,0,1,1,81,7,6,6,7,41.33405556,-76.72652778,1,4,1,1,1,1
420868,42,0,2,2,21,7,23,3,5,40.340625,-78.78589722,2,1,3,10,1,2
420869,42,0,2,3,71,4,3,2,3,39.9899,-76.00088611,1,1,2,1,1,3
420870,42,1,1,1,101,6,6,3,4,39.99546389,-75.10551111,2,1,3,1,1,1
420871,42,0,1,2,75,7,9,1,1,40.22663889,-76.47861111,1,4,1,2,1,2
420872,42,0,2,8,17,7,19,3,4,40.36649722,-75.33458611,1,1,3,1,2,8
420873,42,0,2,2,55,2,13,3,5,39.79544444,-77.57511111,1,1,1,1,1,1
420874,42,0,1,1,101,7,8,6,7,40.03175278,-75.17910278,2,4,1,1,1,1
420875,42,0,2,3,29,3,20,3,4,39.9045,-75.64616667,1,1,2,1,2,3
420876,42,0,2,5,43,3,0,6,7,40.26452778,-76.85947222,2,1,3,1,1,4
420877,42,1,2,2,65,1,4,1,1,41.17843333,-79.12834167,1,1,2,1,1,2
420878,42,0,2,2,13,4,11,3,5,40.33872778,-78.43469167,2,1,1,1,1,2
420879,42,9,1,1,101,5,20,6,7,39.97610556,-75.23857222,2,1,3,1,1,10
420880,42,0,1,1,55,6,0,5,7,39.74588889,-77.71319444,1,5,2,1,1,1
420881,42,0,3,4,125,4,14,3,4,40.41683333,-80.29086111,1,1,1,2,1,4
420882,42,0,1,2,3,2,21,3,3,40.43238889,-79.86869444,1,4,3,1,2,2
420883,42,0,2,2,43,2,19,6,7,40.31997222,-76.89019444,1,1,2,1,1,2
420884,42,0,2,2,55,4,14,3,4,39.79928056,-77.774825,3,1,1,1,1,1
420885,42,0,1,1,83,2,13,3,4,41.95777778,-78.65769444,1,4,1,1,1,1
420886,42,0,1,1,69,4,10,3,4,41.51422222,-75.58186111,1,4,1,1,1,1
420888,42,0,2,2,95,6,22,3,3,40.73408333,-75.34766667,1,1,2,1,1,2
420889,42,0,1,2,71,7,1,5,7,39.88181944,-76.34708333,3,4,2,1,1,2
420890,42,2,3,2,3,2,0,1,1,40.42960278,-79.87836389,1,1,2,1,1,3
420891,42,0,1,1,11,5,20,3,7,40.46303056,-76.36433333,2,4,2,1,1,1
420892,42,0,1,1,103,3,8,3,4,41.41019444,-75.13958333,1,4,1,10,1,1
420893,42,0,3,5,107,4,16,2,3,40.78823611,-75.99556111,1,1,1,1,1,4
420894,42,0,1,2,73,5,16,3,5,40.96851389,-80.43755,1,4,5,1,1,1
420895,42,0,4,6,129,7,20,2,3,40.42433611,-79.66689722,2,1,3,1,1,3
420896,42,0,1,1,79,4,13,3,4,41.14017778,-75.90140556,1,4,1,1,1,1
420897,42,0,1,1,107,6,0,3,4,40.74006667,-76.38871944,1,4,2,1,1,1
420898,42,0,3,3,29,6,13,2,3,40.08354722,-75.89000556,3,1,1,1,1,1
420899,42,0,1,1,95,4,19,3,2,40.64553056,-75.28107778,1,4,2,1,1,1
420900,42,2,1,1,77,1,1,6,7,40.6044,-75.46381111,1,1,3,1,2,2
420902,42,0,1,2,45,5,16,3,5,39.92886667,-75.33104722,3,4,1,1,1,1
420903,42,0,1,1,19,6,5,3,1,40.68413889,-80.09552778,1,1,2,1,1,1
420904,42,0,1,1,57,5,19,3,7,40.03502778,-77.90758333,1,4,2,1,1,1
420906,42,0,3,6,71,2,13,3,5,40.01389444,-76.32856944,1,1,1,1,1,5
420907,42,0,3,4,11,4,10,2,3,40.26530833,-75.75308056,1,1,1,10,1,3
420908,42,0,2,3,77,2,12,5,7,40.55672222,-75.58302778,1,1,1,10,2,3
420909,42,0,1,1,133,3,19,5,7,40.1215,-76.78222222,1,4,3,1,1,1
420910,42,0,1,1,101,4,5,3,3,39.89555556,-75.23172222,1,4,3,1,1,1
420911,42,2,1,0,91,2,9,5,7,40.01279167,-75.22765,1,5,1,1,2,2
420912,42,0,1,2,21,7,2,5,7,40.27194444,-78.71722222,1,4,2,1,1,2
420913,42,0,3,6,49,1,13,3,4,41.91479722,-79.91459167,1,1,1,2,1,6
420914,42,0,1,1,77,1,2,6,7,40.60033333,-75.45805556,1,4,3,1,1,1
420915,42,0,1,1,25,3,14,1,1,41.07883333,-75.61266667,1,4,1,4,1,1
420916,42,0,3,4,129,6,16,3,5,40.31615278,-79.32811944,3,1,1,1,1,3
420917,42,0,1,2,97,2,0,3,5,40.87708333,-76.71555556,1,4,2,1,1,2
420918,42,0,1,1,61,6,22,3,5,40.21191111,-77.92583611,3,1,2,1,1,1
420919,42,0,1,3,77,1,20,1,1,40.56100278,-75.45405278,1,3,2,2,1,3
420920,42,0,1,3,79,6,12,1,1,41.31930278,-75.738775,1,4,1,1,1,3
420921,42,0,2,4,3,2,17,3,3,40.50097222,-80.07413889,3,1,3,2,1,4
420922,42,1,1,1,27,3,19,5,7,40.78813889,-77.90555556,1,1,2,1,1,1
420923,42,0,1,1,101,1,16,3,3,39.98626111,-75.25745278,1,4,1,1,1,1
420924,42,1,1,1,45,3,6,3,3,39.94651111,-75.29257778,2,1,1,1,1,1
420925,42,0,2,2,17,5,12,3,3,40.186875,-75.09775,3,1,1,1,1,1
420926,42,1,1,1,101,4,5,3,3,39.95561111,-75.18072222,3,1,2,1,1,1
420927,42,1,1,1,91,4,13,3,3,40.07545833,-75.15886389,1,1,1,1,1,1
420928,42,0,1,2,101,7,3,3,3,40.02519444,-75.07391667,1,4,3,1,1,2
420929,42,0,2,2,75,2,14,3,5,40.29358333,-76.46677778,1,1,1,1,1,2
420930,42,0,2,2,71,2,10,3,4,40.10652778,-76.32333333,1,4,1,10,1,1
420931,42,0,1,1,13,7,0,3,4,40.4385,-78.41783333,1,1,2,1,1,1
420932,42,0,1,1,17,6,19,5,7,40.20111111,-75.03072222,1,4,2,1,1,1
420933,42,0,1,1,81,6,14,3,4,41.24661111,-76.94319444,1,4,1,1,1,1
420934,42,0,1,1,105,3,6,3,4,41.88138889,-78.02916667,1,4,2,1,1,1
420935,42,1,1,1,79,6,19,3,4,41.02394444,-76.07897222,1,1,2,1,1,1
420936,42,0,2,2,69,2,17,3,5,41.37386111,-75.52502778,1,1,1,1,1,2
420937,42,0,2,3,17,7,14,3,3,40.53743056,-75.18068889,1,1,1,1,1,3
420938,42,0,2,2,7,7,23,3,4,40.76408056,-80.32065833,2,1,3,1,1,1
420939,42,0,1,1,39,6,0,3,7,41.69672222,-80.37088056,1,1,2,1,1,1
420940,42,0,1,1,85,3,14,3,3,41.35061111,-80.411,1,4,1,1,1,1
420941,42,0,1,2,29,6,21,3,3,40.05591667,-75.65302778,1,4,2,2,1,2
420942,42,0,1,1,95,7,15,3,6,40.7245,-75.49497222,1,4,1,1,1,1
420943,42,0,1,1,39,7,18,3,5,41.76372222,-80.18844444,1,4,5,1,1,1
420944,42,0,2,3,129,1,11,3,5,40.162,-79.53522222,1,4,1,1,1,2
420945,42,0,1,2,71,7,0,3,6,39.90096944,-76.26886667,1,4,2,1,1,2
420946,42,0,2,4,39,7,15,3,5,41.65605556,-80.28833333,1,1,1,2,1,4
420947,42,0,2,2,61,6,13,3,3,40.32158333,-77.87075,1,1,1,1,1,2
420948,42,1,1,2,95,2,19,3,4,40.71184444,-75.21796389,3,1,2,1,1,1
420949,42,0,2,2,133,2,2,1,1,39.97767222,-76.69660278,1,1,2,1,1,1
420950,42,0,2,2,43,3,9,1,1,40.29511389,-76.82481667,1,1,1,1,1,1
420951,42,1,1,1,101,6,15,0,7,39.98385278,-75.11841111,1,1,1,10,1,1
420952,42,1,1,1,89,7,17,3,4,41.10963889,-75.26479722,1,4,1,1,1,2
420954,42,0,1,1,13,3,11,3,4,40.31416667,-78.33027778,1,4,1,1,1,1
420955,42,0,2,3,47,7,17,3,3,41.40614444,-78.70634444,1,1,1,1,1,1
420956,42,0,1,1,89,1,22,3,4,41.23625,-75.23033333,1,4,2,10,1,1
420957,42,0,2,8,101,1,17,1,1,39.98208333,-75.20763889,1,4,1,1,1,5
420958,42,0,1,1,129,7,1,3,5,40.29244444,-79.34077778,1,4,2,1,1,1
420959,42,0,1,1,51,5,10,5,7,40.04965,-79.35808333,1,4,1,1,1,1
420960,42,0,1,1,19,5,4,3,7,40.88313889,-79.96311111,1,4,2,1,1,1
420961,42,0,1,2,101,2,3,6,7,40.03005556,-75.14563889,1,4,3,1,1,2
420962,42,1,1,1,17,2,0,3,5,40.18548889,-74.76248333,1,1,3,1,1,1
420963,42,1,1,2,29,3,11,3,4,39.81778611,-75.90941389,1,2,1,1,1,1
420964,42,0,2,2,101,3,16,3,1,39.89052778,-75.22038889,1,4,1,1,1,2
420965,42,0,2,2,81,2,18,0,3,41.24015833,-77.04987222,2,1,1,1,1,1
420966,42,0,1,2,51,4,8,1,1,39.92728333,-79.74444444,1,1,1,1,2,2
420967,42,0,1,1,29,6,2,2,2,40.01909722,-75.69436389,3,4,2,1,1,1
420968,42,0,2,2,57,4,15,3,3,39.93633333,-77.96766667,3,1,1,1,1,2
420969,42,0,2,4,71,6,6,3,5,39.95928889,-76.09956667,2,1,1,1,1,3
420970,42,0,3,3,9,6,17,3,3,40.11497222,-78.56177778,1,1,2,2,1,1
420971,42,0,2,3,19,6,21,3,5,40.77439167,-79.75776111,1,1,2,1,2,3
420972,42,0,2,4,97,2,14,3,4,40.85394444,-76.56716667,1,4,1,10,1,4
420973,42,0,2,4,3,7,18,3,4,40.37571667,-79.92676667,1,1,3,10,1,4
420974,42,0,2,2,91,7,17,3,3,40.07215,-75.13271944,1,1,3,1,1,2
420975,42,0,2,3,71,7,20,3,4,40.13202778,-76.21566111,1,1,3,1,1,1
420976,42,0,2,2,97,1,8,3,4,40.85013889,-76.53541667,1,1,1,10,1,2
420977,42,0,2,2,11,1,6,3,3,40.4573,-75.97473333,1,3,2,1,2,2
420978,42,0,1,1,11,6,23,3,3,40.49775,-75.80866667,1,3,2,1,1,1
420979,42,0,1,1,5,7,8,3,5,40.81743889,-79.52979722,1,4,1,10,1,1
420980,42,0,2,2,77,6,16,3,3,40.55791667,-75.48139444,3,1,1,1,1,2
420981,42,1,1,1,69,3,18,0,4,41.42943611,-75.66620278,1,1,3,2,1,1
420982,42,0,2,5,101,6,11,3,3,39.98883333,-75.12435556,3,1,1,1,2,5
420983,42,1,1,2,17,6,22,0,7,40.13480556,-74.83161111,1,1,3,1,1,1
420984,42,1,1,1,91,6,6,3,3,40.09891667,-75.12580556,1,1,2,1,1,1
420985,42,0,2,2,77,5,12,0,3,40.58600278,-75.42707778,3,1,1,1,1,1
420986,42,0,1,2,57,2,6,1,1,39.92986944,-78.23223333,1,3,2,1,2,2
420988,42,1,1,1,49,7,6,3,4,42.20338889,-79.86775,1,1,2,2,1,1
420989,42,0,2,3,89,2,6,3,5,41.10091944,-75.34750556,1,4,4,1,1,3
420990,42,0,2,2,7,2,13,3,3,40.72560278,-80.32654722,3,1,1,1,1,2
420991,42,1,1,1,89,1,23,1,1,41.15425556,-75.41205833,1,1,2,2,1,1
420992,42,0,1,1,37,3,9,3,5,41.08269444,-76.24211111,1,4,1,1,1,1
420993,42,1,1,1,11,1,19,2,3,40.39471667,-75.92755833,1,1,2,2,1,1
420994,42,0,1,1,51,3,7,3,7,40.05777778,-79.43594444,1,4,4,5,1,1
420995,42,1,1,1,101,4,3,3,3,39.988,-75.12346667,2,1,3,1,1,1
420996,42,0,2,5,77,3,14,3,3,40.53126667,-75.50885278,2,1,1,1,1,4
420997,42,1,1,1,3,6,18,3,4,40.40169444,-80.18852778,1,1,2,10,1,1
420998,42,0,8,10,85,4,5,1,1,41.18735278,-80.25866389,1,3,2,4,1,3
420999,42,1,1,2,101,6,20,6,7,39.97165833,-75.16026111,2,1,3,1,1,1
421000,42,1,1,1,3,4,9,6,7,40.4432,-79.96156944,1,1,1,1,1,1
421001,42,2,1,1,45,4,6,2,3,39.90111944,-75.28780833,2,1,3,1,1,2
421002,42,0,2,2,71,4,17,5,7,40.16146111,-76.42640556,2,1,2,1,1,1
421003,42,0,2,2,115,6,13,3,6,41.83811944,-75.59097778,2,1,1,1,1,1
421004,42,0,1,2,65,4,16,1,1,41.15016667,-78.848,1,3,5,1,1,2
421005,42,0,1,2,29,7,13,3,5,40.11952222,-75.75291944,1,4,1,10,1,2
421007,42,0,1,1,27,2,18,3,3,40.90413889,-77.78827778,1,5,3,1,1,1
421008,42,0,2,3,71,6,11,2,3,40.24589167,-76.34013611,1,1,1,2,2,3
421009,42,0,2,2,129,4,14,3,5,40.34684444,-79.57378889,3,1,1,1,1,2
421010,42,0,1,3,111,7,9,3,5,40.21995833,-78.84419722,1,4,1,1,1,3
421011,42,1,1,1,43,3,14,5,7,40.23766111,-76.65235556,1,1,1,1,1,1
421012,42,0,2,3,11,1,12,3,4,40.27753889,-75.72255833,1,1,1,2,1,3
421013,42,1,1,1,17,4,23,3,4,40.16650833,-74.87875556,1,1,2,1,1,1
421014,42,0,2,2,133,7,18,0,7,39.72390556,-76.53086667,1,1,2,5,1,1
421015,42,0,2,7,43,1,16,3,4,40.57356944,-76.63459722,1,1,1,2,1,7
421016,42,1,1,1,101,4,0,3,5,39.97933333,-75.22555556,1,1,3,1,1,1
421017,42,1,1,1,29,6,17,3,3,40.07820278,-75.8569,1,1,1,1,1,1
421018,42,0,2,3,101,4,17,3,4,40.04446667,-75.11944444,2,1,3,2,1,1
421019,42,1,1,1,77,2,19,3,4,40.59209722,-75.58816389,1,1,2,1,1,1
421020,42,1,1,1,101,4,19,2,3,40.0035,-75.22161111,1,1,3,1,1,1
421021,42,0,2,2,101,3,12,6,7,40.03327778,-75.15579167,1,1,1,1,1,2
421022,42,0,2,2,45,7,5,1,1,39.82595833,-75.43594722,1,1,2,1,1,2
421023,42,0,1,1,21,2,9,3,5,40.62549722,-78.84874167,1,4,1,10,1,1
421024,42,1,1,1,101,5,17,6,7,39.93205556,-75.161,7,1,1,1,1,1
421025,42,0,1,2,101,7,0,3,4,40.08067222,-74.99613056,1,4,3,1,1,2
421026,42,1,1,1,101,4,22,3,3,40.06031944,-75.16681944,1,1,3,1,1,1
421027,42,0,1,1,25,3,20,1,1,41.07906944,-75.61067778,1,3,2,4,1,1
421028,42,1,2,1,101,1,17,3,4,40.02348611,-75.11085833,1,2,5,1,1,1
421029,42,0,2,2,49,6,15,3,3,42.10938056,-80.05278889,2,1,1,10,1,2
421030,42,0,1,1,15,3,8,2,4,41.65851667,-76.44677778,1,4,1,1,1,1
421031,42,0,1,1,37,4,7,3,4,41.12443333,-76.35948611,1,4,1,1,1,1
421032,42,0,2,2,25,6,12,1,1,41.01455,-75.63985833,1,1,1,1,1,2
421033,42,0,2,5,55,3,18,2,5,39.90472222,-77.67252778,1,1,2,1,1,5
421034,42,0,2,2,93,4,23,3,4,41.10409167,-76.73420278,2,1,2,1,1,2
421035,42,0,2,2,133,6,17,0,7,39.96208889,-76.74765278,2,1,3,10,1,1
421036,42,1,1,4,17,7,19,3,3,40.19263889,-75.07516667,1,1,2,1,1,1
421037,42,0,1,1,107,1,4,3,6,40.72294444,-76.22069167,1,4,3,1,1,1
421038,42,0,1,1,3,2,14,0,7,40.464625,-79.89898611,1,4,1,1,1,1
421039,42,1,1,2,43,4,20,3,3,40.25639444,-76.86995278,1,1,3,1,1,1
421040,42,0,2,2,75,2,8,3,6,40.33694444,-76.61843333,1,1,1,1,1,2
421041,42,0,2,2,39,2,7,3,4,41.80276111,-79.795925,1,1,1,10,1,2
421042,42,0,1,1,35,1,18,1,1,41.06133889,-77.393825,1,3,2,2,1,1
421043,42,1,1,1,3,2,6,0,3,40.50639722,-80.22327778,3,1,3,2,1,1
421044,42,0,2,2,3,3,22,0,4,40.51143056,-79.95732222,1,1,3,1,1,2
421045,42,0,1,1,111,6,4,3,3,40.21611667,-78.81254167,1,4,2,1,1,1
421046,42,0,2,2,49,5,7,3,3,42.14910833,-80.03313333,3,1,1,1,1,1
421047,42,1,1,1,13,6,23,3,3,40.51251667,-78.39610833,2,1,3,1,1,1
421048,42,1,1,4,127,7,22,3,5,41.76696389,-75.15083333,1,1,2,1,1,1
421049,42,0,1,1,3,2,18,0,7,40.46354444,-79.70429444,3,4,3,1,1,1
421050,42,0,2,2,27,2,2,1,1,40.84673889,-77.81106944,1,1,2,1,1,1
421051,42,1,1,2,133,7,13,3,4,40.06165833,-76.72083333,3,1,1,10,1,1
421052,42,0,2,2,133,4,15,3,4,39.72863889,-76.45513056,1,1,1,1,1,1
421053,42,0,2,4,127,4,15,2,4,41.58658889,-75.33752778,1,1,1,1,1,4
421054,42,0,1,1,133,3,11,3,4,39.90613889,-76.63738889,1,4,1,10,1,1
421055,42,0,2,3,133,7,18,3,6,40.11644444,-76.82472222,1,1,2,1,1,1
421056,42,0,1,1,127,6,21,1,1,41.34911111,-75.39628333,1,3,2,1,1,1
421057,42,0,1,1,43,7,4,3,5,40.28822222,-76.779,1,4,3,2,1,1
421058,42,1,1,1,77,5,7,3,3,40.624325,-75.44055,2,1,1,1,1,1
421060,42,0,2,2,1,5,15,3,3,39.802075,-77.08525278,2,1,1,1,1,1
421061,42,0,2,2,11,2,15,3,4,40.35431667,-75.66364444,2,1,1,1,1,1
421062,42,1,1,1,3,4,17,6,7,40.44305556,-80.06047222,1,1,2,1,1,1
421063,42,0,2,2,71,5,2,5,7,40.06480833,-76.10447222,1,1,2,1,1,1
421064,42,0,2,3,77,1,15,0,7,40.62783611,-75.41572778,2,1,1,2,1,3
421065,42,0,2,1,69,6,8,3,5,41.29225278,-75.51891111,1,4,1,1,1,1
421066,42,0,2,2,91,3,5,3,3,40.31491667,-75.63116667,1,1,4,1,2,2
421067,42,1,1,1,119,6,11,3,3,40.96420556,-76.88517222,1,1,1,1,1,1
421068,42,0,1,2,131,2,13,3,7,41.63199167,-75.899125,1,4,1,1,1,2
421069,42,0,2,2,27,4,12,3,3,40.78175,-77.78013889,1,1,1,1,1,1
421070,42,0,2,2,17,5,23,5,7,40.14653056,-74.84012778,3,1,3,1,1,1
421071,42,0,2,3,11,5,17,3,4,40.40340833,-76.04685556,1,1,2,1,1,3
421072,42,0,2,4,75,7,14,3,5,40.36870833,-76.43246389,3,1,1,1,1,4
421073,42,1,1,1,3,5,8,6,7,40.39555556,-79.84919444,1,2,1,1,1,1
421074,42,0,1,3,65,7,16,0,7,41.109675,-79.12035833,1,4,1,1,1,3
421075,42,0,1,3,49,4,0,3,5,41.91652778,-79.65766667,1,4,2,4,2,3
421076,42,0,1,1,57,1,14,2,3,39.96280833,-78.02539722,1,4,1,2,1,1
421077,42,0,1,1,11,2,15,3,7,40.40291944,-75.74173056,1,4,1,1,1,1
421078,42,0,2,2,109,2,7,3,4,40.85748611,-77.05769444,2,1,1,5,1,1
421079,42,0,1,1,79,3,9,3,5,41.21902222,-75.85670556,1,1,1,1,1,1
421080,42,0,1,1,129,4,14,3,7,40.33532778,-79.3406,1,4,1,1,1,1
421081,42,0,2,3,71,3,7,3,3,39.96316389,-75.99737222,2,1,1,1,1,2
421082,42,0,1,1,79,4,9,1,1,41.05872778,-75.89734722,1,4,1,1,1,1
421083,42,0,2,3,39,4,15,3,5,41.75240556,-79.66997222,2,1,1,1,1,2
421084,42,1,1,1,91,7,22,3,3,40.06774167,-75.14696944,1,1,3,1,1,1
421085,42,0,2,2,71,5,12,3,3,40.00600278,-76.11070833,1,1,1,1,1,1
421086,42,0,2,3,25,5,18,3,4,40.79843611,-75.77555278,1,1,2,1,1,3
421087,42,0,2,2,95,4,15,3,3,40.73323333,-75.33009444,1,1,1,1,1,1
421088,42,1,1,2,79,6,23,5,7,41.19502778,-75.95388889,1,1,3,2,1,1
421089,42,0,1,1,85,6,10,5,4,41.18902778,-80.10996667,1,4,1,2,1,1
421090,42,0,2,4,29,5,22,3,5,40.13306111,-75.76390278,1,1,2,1,1,4
421091,42,0,1,6,3,7,3,5,7,40.60138333,-79.99642222,1,4,2,1,2,6
421092,42,0,1,1,125,1,20,3,3,40.221,-80.20711111,2,12,3,1,1,1
421093,42,0,2,3,11,7,9,3,4,40.46871389,-76.14791944,1,1,1,1,1,3
421094,42,1,1,2,95,7,11,6,7,40.63830556,-75.34880556,1,1,1,1,1,1
421095,42,0,1,1,125,1,3,1,1,40.13080833,-80.32615278,1,4,2,1,1,1
421096,42,0,1,1,107,5,15,3,4,40.81169444,-75.93125,1,4,1,1,1,1
421097,42,0,2,3,77,1,7,3,4,40.54756389,-75.55218889,2,1,1,1,1,3
421098,42,2,3,2,69,5,10,0,7,41.36941667,-75.71066667,1,1,1,1,1,4
421099,42,1,1,1,17,2,18,3,3,40.17694444,-74.91755556,1,1,5,1,1,1
421100,42,1,1,1,69,5,8,3,7,41.57197222,-75.56177778,1,2,1,1,1,1
421101,42,0,2,4,5,1,12,3,4,40.81403333,-79.42948333,1,1,1,1,1,4
421102,42,0,2,3,81,7,11,2,4,41.23902778,-76.80527778,1,1,1,1,1,2
421103,42,0,2,2,85,2,18,3,5,41.16121944,-80.16781944,1,1,2,1,1,1
421104,42,1,2,2,3,1,18,3,3,40.34400278,-79.97143056,3,1,3,1,1,2
421105,42,0,2,2,45,4,13,1,1,39.98688611,-75.34119167,1,1,1,1,1,1
421106,42,0,2,2,69,2,8,3,3,41.534625,-75.73788889,1,1,1,1,1,1
421107,42,0,1,2,91,3,13,3,3,40.20244444,-75.48336111,1,4,1,1,1,2
421108,42,1,1,1,19,3,23,2,3,40.68008056,-80.10005833,1,1,2,2,1,1
421109,42,1,1,1,71,6,17,3,5,40.15747222,-76.05447222,1,1,2,1,1,1
421110,42,0,1,1,107,3,21,3,5,40.78697222,-76.13716667,1,4,2,2,1,1
421111,42,0,2,2,5,3,15,3,4,40.61705556,-79.43322222,1,1,1,2,1,2
421112,42,0,1,1,3,1,10,1,1,40.45897222,-80.18977778,1,4,1,10,1,1
421113,42,0,1,1,99,3,21,3,7,40.43379722,-77.15844444,1,4,2,2,1,1
421114,42,0,1,2,115,1,11,3,4,41.96038611,-76.00112222,1,1,1,1,1,1
421115,42,0,1,1,89,7,13,3,4,40.98343889,-75.44945833,1,4,1,1,1,1
421116,42,1,1,1,69,7,15,0,7,41.47161111,-75.60463889,1,1,1,1,1,1
421117,42,0,2,2,111,6,17,3,2,40.23386111,-78.91068889,1,1,2,1,1,2
421118,42,0,2,2,75,2,10,3,3,40.35702778,-76.45683333,1,1,1,1,1,2
421119,42,0,2,2,51,5,8,3,4,39.99889444,-79.4495,1,1,1,1,1,2
421120,42,0,1,1,29,4,23,3,4,39.82069444,-75.85819444,1,4,2,2,1,1
421121,42,1,1,1,63,4,4,3,4,40.63146667,-79.14389722,1,1,2,2,1,1
421122,42,0,1,1,37,4,17,5,7,41.05916667,-76.32875,1,4,2,1,1,1
421123,42,0,2,1,11,5,18,0,7,40.25316667,-75.80841667,1,4,3,1,1,1
421124,42,1,1,1,45,7,10,0,7,39.98219444,-75.36238889,3,1,1,10,1,1
421125,42,0,1,1,81,1,13,3,4,41.36014444,-76.88076667,1,4,1,10,1,1
421126,42,0,2,4,71,1,8,3,5,40.02430556,-75.94566667,1,1,1,10,1,4
421127,42,1,1,1,91,6,20,6,4,40.22880556,-75.28275556,1,1,2,1,1,1
