ST_CASE,STATE,PEDS,VE_TOTAL,PERSONS,COUNTY,DAY_WEEK,HOUR,ROUTE,FUNC_SYS,LATITUDE,LONGITUD,TYP_INT,REL_ROAD,LGT_COND,WEATHER,FATALS,NUM_INJURED
10308,1,0,2,3,61,6,21,3,4,31.14021944,-85.51686111,1,1,2,1,1,3
10309,1,0,2,6,19,6,18,2,4,34.11016389,-85.60405556,1,1,1,1,2,6
10310,1,0,1,1,49,3,15,6,6,34.50060278,-85.84568056,1,4,1,10,1,1
10311,1,0,2,2,97,3,12,1,1,30.87894167,-88.04126944,1,3,1,1,1,2
10312,1,0,1,1,103,2,22,4,4,34.54325833,-86.85838056,1,4,2,1,1,1
10313,1,0,2,2,125,7,23,2,3,33.32323611,-87.60500278,1,1,2,10,1,2
10314,1,0,1,1,97,2,20,4,5,30.5156,-88.20775556,1,4,2,1,1,1
10315,1,0,1,1,73,6,21,1,1,33.5322,-86.82337778,1,4,3,1,1,1
10316,1,0,2,4,89,3,15,6,3,34.79784722,-86.57559722,1,1,1,1,1,3
10317,1,0,2,2,89,4,15,2,3,34.544675,-86.42763889,1,1,1,1,1,2
10318,1,1,1,1,3,4,13,3,3,30.250175,-87.68952222,1,1,1,10,1,1
10319,1,0,2,2,97,4,17,1,1,30.81008889,-88.10288333,1,1,1,1,1,1
10320,1,1,1,1,73,4,20,6,4,33.45782778,-86.95318611,1,1,3,1,1,1
10322,1,0,2,4,69,7,22,3,3,31.19976111,-85.41545556,1,1,2,1,2,3
10323,1,1,1,1,73,1,8,3,3,33.51319167,-86.849175,1,2,1,2,1,1
10324,1,0,1,4,103,1,3,1,1,34.57296111,-86.90966389,1,4,3,2,1,4
10325,1,1,1,5,89,7,20,6,3,34.73498611,-86.62766111,2,1,3,1,1,1
10326,1,0,2,3,121,5,3,3,3,33.59190833,-86.12335556,1,1,3,1,1,1
10327,1,1,1,1,121,5,19,3,3,33.55189444,-86.12654722,1,1,5,1,1,1
10328,1,0,2,6,77,5,22,3,3,34.85289444,-87.4059,1,1,2,1,1,5
10329,1,0,1,1,103,6,22,6,5,34.50058889,-87.02836944,1,1,2,1,1,1
10330,1,0,1,1,101,6,0,1,1,32.32762222,-86.33540556,1,4,3,1,1,1
10331,1,0,1,2,19,6,14,4,7,34.24425556,-85.64086944,1,4,1,1,1,2
10332,1,0,2,5,89,6,17,6,7,34.75101389,-86.77545278,1,1,1,1,1,4
10333,1,0,1,1,109,7,1,2,3,31.66246111,-85.81111389,1,4,2,1,1,1
10334,1,0,3,3,7,7,5,3,3,33.15118889,-87.15128056,1,1,2,10,1,2
10335,1,0,2,2,89,7,14,1,1,34.71292778,-86.65311389,1,1,1,1,1,1
10336,1,0,2,2,17,7,20,2,3,33.08691667,-85.33751667,1,1,2,1,1,2
10337,1,1,1,2,95,7,20,2,3,34.28393889,-86.22675833,3,1,3,10,1,1
10338,1,0,2,3,79,7,23,3,3,34.56605,-87.36673333,1,1,2,1,1,3
10339,1,0,1,1,97,7,10,6,5,30.70905278,-88.15166111,1,1,1,1,1,1
10340,1,0,1,2,73,1,3,6,4,33.49861944,-86.81494722,1,3,3,1,2,2
10341,1,0,1,2,83,1,2,4,7,34.88533889,-86.89343889,1,4,2,1,1,2
10342,1,0,1,1,129,2,12,4,7,31.27159722,-88.06288056,1,4,1,10,1,1
10343,1,0,1,1,17,4,18,4,7,33.04502778,-85.59050833,1,4,1,1,1,1
10344,1,0,3,3,133,5,5,3,3,34.09626667,-87.601175,1,1,4,1,2,2
10345,1,0,2,2,81,6,16,6,5,32.65495833,-85.42515,3,1,1,1,1,2
10346,1,1,1,1,97,7,21,3,3,30.75672222,-88.12030833,1,1,3,1,1,1
10347,1,0,7,10,89,7,2,6,3,34.78298333,-86.67237778,2,1,6,1,1,2
10348,1,0,2,3,83,1,18,3,4,34.967025,-86.83020278,1,4,1,1,1,3
10349,1,0,1,1,129,3,10,4,5,31.25014444,-88.0842,1,4,1,1,1,1
10350,1,0,3,3,97,3,18,4,7,30.55299722,-88.236125,1,1,1,1,1,2
10351,1,1,1,1,97,3,2,1,1,30.61745,-88.13685278,1,1,2,1,1,1
10352,1,0,3,3,73,3,22,6,3,33.57508333,-86.72006944,1,1,3,1,1,2
10353,1,0,1,1,97,4,5,4,4,30.80205833,-88.24351111,1,4,4,1,1,1
10354,1,0,1,1,127,4,9,3,3,33.821675,-87.18711389,1,4,1,1,1,1
10355,1,1,1,1,97,4,20,1,1,30.59704444,-88.15362778,1,1,2,1,1,1
10356,1,0,2,3,113,5,10,2,3,32.46025833,-85.14616944,1,1,1,1,1,1
10357,1,0,1,1,79,6,8,3,4,34.41611944,-87.15058056,1,4,1,1,1,1
10358,1,0,1,1,93,6,5,1,1,33.97161667,-87.72260833,1,3,1,1,1,1
10359,1,0,2,3,23,6,5,3,4,32.15638611,-88.07684167,1,1,4,1,2,3
10360,1,0,2,4,111,7,12,2,3,33.15877778,-85.3637,1,1,1,1,2,2
10361,1,0,1,2,41,7,2,4,5,31.68658611,-86.28383056,1,4,2,1,1,2
10362,1,1,1,2,103,7,20,6,5,34.48810278,-86.89609444,1,1,2,1,1,1
10363,1,0,1,1,83,7,21,3,5,34.95378889,-86.99650556,1,4,2,1,1,1
10364,1,0,2,4,3,1,10,2,3,30.41448889,-87.5265,3,1,1,1,1,2
10365,1,0,1,1,89,1,19,3,3,34.717375,-86.55953056,1,4,3,10,1,1
10367,1,0,2,2,17,1,20,4,5,32.74778889,-85.19891944,1,1,2,1,1,1
10368,1,0,2,2,91,3,12,4,7,32.04179722,-87.65595,1,1,1,2,1,1
10369,1,0,1,1,73,3,16,1,1,33.58138333,-86.80970556,1,4,1,1,1,1
10370,1,0,3,5,101,4,15,2,3,32.44626111,-86.21385833,1,1,1,2,1,1
10371,1,0,2,2,85,4,17,4,7,32.26588889,-86.78829444,1,4,1,2,1,1
10372,1,0,1,2,19,6,9,3,5,34.20911389,-85.72798056,1,4,1,1,1,2
10373,1,0,1,4,3,6,8,1,1,30.65378056,-87.7906,1,3,1,2,1,4
10374,1,0,1,1,43,6,14,4,5,34.30330833,-87.05260278,1,4,1,10,1,1
10375,1,0,2,2,11,6,2,3,4,32.26541667,-85.97501667,1,1,2,5,1,2
10376,1,0,1,1,101,2,10,6,4,32.33236667,-86.29935833,1,4,1,1,1,1
10377,1,0,1,1,117,1,16,4,5,33.35625278,-86.52562222,1,4,1,10,1,1
10378,1,0,1,6,43,1,3,2,3,34.29166389,-86.49694167,1,4,2,10,1,4
10379,1,0,1,1,81,1,2,4,5,32.705,-85.14818333,1,4,3,1,1,1
10380,1,1,1,1,97,7,23,3,3,30.71099722,-88.03335,1,1,2,10,1,1
10381,1,1,1,3,101,7,0,6,3,32.33873333,-86.17165833,1,1,3,1,1,2
10382,1,0,1,1,89,7,4,4,5,34.84843889,-86.71353333,1,4,2,1,1,1
10383,1,1,1,1,113,7,22,2,3,32.45337778,-85.01257778,1,1,3,1,1,1
10384,1,0,1,2,97,7,0,4,7,30.58088333,-88.22539722,1,4,2,2,1,2
10385,1,1,1,1,81,6,23,3,4,32.59876111,-85.57054167,1,1,2,10,1,1
10386,1,0,2,4,101,7,1,2,3,32.09479167,-86.28168889,1,1,2,10,1,1
10387,1,0,2,2,9,6,17,4,6,34.03829167,-86.45530556,1,1,1,1,1,1
10388,1,0,2,2,97,3,11,2,3,30.54711667,-88.17503056,1,1,1,1,1,1
10389,1,0,2,3,41,1,8,4,5,31.65555556,-86.18966667,1,1,1,1,1,3
10390,1,0,2,2,35,2,4,2,3,31.41061944,-87.26026944,1,1,2,2,2,2
10391,1,0,2,2,117,2,15,4,5,33.08404722,-86.57655556,1,1,1,1,1,2
10392,1,0,2,3,49,6,4,3,4,34.7935,-85.59298333,1,1,2,5,1,3
10393,1,0,2,2,69,3,13,3,4,31.05683611,-85.46713333,1,1,1,1,1,1
10394,1,0,2,2,83,5,21,2,3,34.82141389,-86.94316389,1,1,3,1,1,1
10395,1,0,1,1,133,3,23,3,3,34.08839444,-87.60427778,3,4,2,1,1,1
10396,1,1,1,1,121,4,3,4,4,33.58291111,-85.92654444,1,1,2,10,1,1
10397,1,0,1,1,37,4,11,3,5,32.78179167,-86.08965556,1,4,1,2,1,1
10398,1,0,2,4,49,5,9,1,1,34.53278333,-85.69008889,1,2,1,10,1,4
10399,1,0,2,2,17,5,13,4,7,33.086575,-85.27096111,1,1,1,1,1,1
10400,1,0,2,2,101,5,13,6,3,32.40002778,-86.31100833,1,1,1,1,1,2
10401,1,1,1,1,81,6,22,3,4,32.63159167,-85.37220556,1,1,2,1,1,1
10402,1,0,1,1,97,6,22,4,5,30.93003056,-88.16097778,1,4,2,10,1,1
10403,1,0,1,2,21,6,23,6,6,32.88041111,-86.64361111,1,4,3,1,1,2
10404,1,0,1,1,117,7,0,3,4,33.36514444,-86.71710833,1,1,2,1,1,1
10405,1,0,2,6,71,1,4,2,3,34.68074722,-86.33091667,1,1,2,1,1,5
10406,1,0,2,3,77,1,11,3,3,34.870825,-87.69218889,2,1,1,1,1,3
10407,1,0,2,4,45,1,15,3,4,31.45137778,-85.63774444,2,1,1,1,1,4
10408,1,0,2,2,73,1,13,6,4,33.45854167,-86.89305,1,1,1,1,1,1
10409,1,0,1,1,103,2,8,6,5,34.50105278,-86.92604722,1,4,1,1,1,1
10410,1,1,1,3,47,3,1,2,3,32.36198333,-86.98583889,1,1,3,1,1,1
10411,1,0,1,1,73,4,20,4,7,33.58677778,-86.59939167,1,4,2,1,1,1
10412,1,1,1,2,33,3,20,6,3,34.72591944,-87.66773611,1,1,3,1,1,1
10413,1,0,2,2,115,3,15,3,4,33.7096,-86.17680556,1,1,1,1,2,2
10414,1,0,2,3,125,3,10,1,1,33.06249444,-87.69973056,1,1,1,1,1,2
10415,1,0,2,2,23,4,5,3,4,32.22291389,-88.03052778,1,1,4,5,1,2
10416,1,0,2,2,19,6,16,2,4,34.086325,-85.46177222,2,1,1,1,1,1
10417,1,0,2,4,103,4,16,3,3,34.363775,-87.06634722,2,1,1,1,1,3
10418,1,0,2,2,109,4,17,4,5,31.66665833,-86.07346944,1,1,1,1,1,1
10419,1,0,2,5,9,5,12,3,4,34.06335833,-86.43133889,1,1,1,1,1,4
10420,1,0,2,2,105,6,13,4,5,32.40728611,-87.44432222,1,1,1,1,1,2
10421,1,0,1,1,125,7,22,4,7,33.23502222,-87.38599444,1,4,2,1,1,1
10422,1,0,1,1,97,1,3,4,4,30.57926667,-88.23903889,1,4,2,1,1,1
10423,1,0,1,5,81,3,6,1,1,32.58905556,-85.45861111,1,3,1,1,1,5
10424,1,0,3,6,69,3,14,2,3,31.12687778,-85.40392778,1,1,1,1,1,6
10425,1,0,1,2,117,3,19,4,5,33.19405,-86.80351944,1,4,5,1,2,2
10426,1,0,1,1,9,4,0,4,7,33.95683056,-86.68878333,1,4,2,10,1,1
10427,1,0,1,1,85,4,13,2,3,32.26468889,-86.68749722,1,4,1,1,1,1
10428,1,1,2,4,97,5,17,3,4,30.41712222,-88.24446389,1,1,1,1,1,1
10429,1,1,3,8,89,5,20,2,3,34.88664722,-86.56927778,1,1,2,1,1,1
10430,1,0,1,1,97,1,5,4,3,30.64168611,-88.32605833,1,4,2,10,1,1
10431,1,0,2,2,89,2,7,3,3,34.71168611,-86.53486111,1,1,1,1,1,2
10432,1,0,2,3,59,2,11,2,3,34.49349444,-87.72689722,1,1,1,1,1,3
10433,1,0,1,1,83,2,21,4,7,34.64297778,-86.91680278,1,4,2,1,1,1
10434,1,0,1,2,15,2,21,4,7,33.85514722,-85.99091944,1,4,2,1,1,2
10435,1,0,2,2,127,3,15,4,5,33.62788333,-87.25290278,1,1,1,1,1,1
10436,1,0,1,1,125,5,0,1,1,33.16932778,-87.55207222,1,8,3,1,1,1
10437,1,0,2,3,109,7,8,4,5,31.72901944,-86.12173889,1,1,1,1,1,3
10438,1,0,1,1,87,7,4,2,4,32.37114444,-85.65875833,1,4,2,1,1,1
10439,1,0,1,1,43,1,5,3,4,33.95119444,-87.01898333,1,4,2,5,1,1
10440,1,0,1,1,1,1,15,4,7,32.62787778,-86.49462222,1,4,1,1,1,1
10441,1,1,1,1,73,4,20,3,3,33.43488056,-86.93814444,3,1,3,2,1,1
10442,1,0,2,4,73,2,22,6,4,33.46192222,-86.842325,1,4,2,1,2,3
10443,1,0,1,1,33,1,1,4,4,34.79421111,-87.62419444,1,4,3,10,1,1
10445,1,0,1,1,49,6,15,3,3,34.44121667,-85.71486944,3,4,1,1,1,1
10446,1,0,1,3,73,1,1,3,3,33.48344444,-86.77996944,1,4,3,1,1,3
10447,1,0,2,2,49,6,10,3,3,34.43683611,-85.74724722,3,1,1,1,1,1
10448,1,0,2,4,63,1,4,2,5,32.8781,-87.86794722,1,1,2,1,2,4
10449,1,1,1,1,101,5,3,1,1,32.36244167,-86.21304722,1,1,2,1,1,1
10450,1,0,2,2,73,7,4,1,1,33.40208056,-86.78832222,1,1,2,1,1,2
10451,1,1,1,1,73,3,23,6,3,33.50511389,-86.86144722,1,1,3,1,1,1
10452,1,0,1,1,73,7,9,4,5,33.56638611,-87.00265833,1,4,1,1,1,1
10453,1,0,4,4,73,1,2,6,5,33.51079444,-86.79590278,2,1,3,1,1,2
10454,1,0,3,3,47,2,18,3,4,32.34957222,-87.16818611,1,1,1,1,1,1
10455,1,0,1,1,89,2,21,3,3,34.65985833,-86.48385556,2,8,3,1,1,1
10456,1,0,1,1,87,3,12,1,1,32.43930833,-85.84010556,1,3,1,1,1,1
10457,1,0,1,1,115,6,15,3,5,33.76403889,-86.45101111,1,4,1,10,1,1
10458,1,0,1,2,37,7,18,4,7,32.79318611,-86.01278611,1,4,2,1,1,2
10459,1,0,1,1,131,7,21,4,7,32.06037778,-87.50819722,1,4,2,1,1,1
10460,1,0,1,3,73,7,17,6,4,33.49125556,-86.73710556,1,4,1,10,1,3
10461,1,0,1,1,73,1,2,4,7,33.83210556,-86.83300278,1,4,2,1,1,1
10462,1,0,2,3,115,3,17,4,5,33.46846389,-86.33981389,3,1,1,10,1,1
10463,1,0,2,3,97,4,21,4,3,30.63961111,-88.2247,2,1,3,1,1,3
10464,1,0,2,7,89,5,10,3,3,34.86969167,-86.72898056,1,1,1,1,1,1
10465,1,0,2,2,89,6,23,1,1,34.720125,-86.62753889,2,1,3,10,1,2
10466,1,1,1,1,55,6,21,1,1,33.99193889,-86.03224722,1,1,2,2,1,1
10467,1,0,2,2,73,6,10,3,3,33.42828889,-86.79066667,1,1,1,1,1,2
10468,1,0,2,3,81,6,19,3,3,32.63515278,-85.42301111,2,1,3,10,1,3
10469,1,0,2,4,97,1,19,4,7,30.67870556,-88.27628056,1,1,2,1,1,4
10470,1,0,1,1,81,1,18,4,5,32.72003056,-85.35155833,1,4,1,1,1,1
10471,1,0,1,1,3,1,11,1,1,30.62118611,-87.5924,1,4,1,10,1,1
10472,1,0,3,4,55,1,17,6,5,33.90716111,-85.98227778,1,1,1,1,2,3
10473,1,0,4,5,35,3,14,1,1,31.50300556,-86.9258,1,1,1,1,1,1
10474,1,0,1,1,55,3,2,1,1,34.01151667,-86.07584167,1,3,3,1,1,1
10475,1,0,4,6,23,4,16,3,4,32.05291111,-88.23305556,1,1,1,1,1,6
10476,1,0,1,1,99,4,18,4,7,31.55946111,-87.41641667,1,4,1,1,1,1
10477,1,0,1,1,13,5,19,1,1,31.61128611,-86.81516944,1,4,5,1,1,1
10478,1,0,1,1,89,5,23,6,4,34.81355,-86.64263889,1,4,3,1,1,1
10479,1,1,1,1,73,4,6,1,1,33.50265833,-86.81494722,1,1,1,1,1,1
10480,1,0,2,3,37,5,12,3,4,32.89356667,-86.157175,1,1,1,1,2,3
10481,1,0,2,2,59,5,11,3,3,34.449475,-88.075425,3,1,1,1,1,2
10482,1,0,2,4,125,6,10,1,1,33.26463056,-87.11125,1,1,1,1,1,3
10483,1,0,1,2,73,6,2,4,4,33.31341389,-87.04220833,1,4,2,1,1,2
10484,1,0,1,1,97,6,6,6,7,30.72252778,-88.10219722,1,6,1,1,1,1
10485,1,0,1,1,81,7,2,4,6,32.63422778,-85.57774722,1,1,2,1,1,1
10486,1,0,1,1,21,7,5,2,4,32.78440833,-86.55831389,1,4,4,1,1,1
10487,1,0,1,1,73,7,15,1,1,33.59954167,-86.89975556,1,4,1,10,1,1
10488,1,0,1,2,73,1,6,6,4,33.51401389,-86.84161667,1,4,4,1,2,2
10489,1,0,1,1,1,1,2,3,4,32.43700278,-86.64018611,1,4,2,1,1,1
10490,1,0,2,2,15,1,18,2,3,33.94594722,-85.65367778,1,1,1,1,1,2
10491,1,0,1,1,101,2,13,4,5,32.34963333,-86.09501667,1,4,1,1,1,1
10492,1,0,2,2,39,2,16,6,4,30.99681111,-86.27839444,1,1,1,1,1,2
10493,1,0,2,2,133,3,8,3,3,34.143975,-87.61040556,1,1,1,1,1,1
10494,1,2,1,1,93,4,6,2,3,34.12872778,-87.74280833,1,4,1,1,2,2
10495,1,0,2,3,33,5,5,2,3,34.75863889,-88.09220833,1,1,4,10,1,3
10496,1,0,2,2,91,5,11,2,3,32.4446,-87.97499444,1,1,1,1,1,2
10497,1,0,2,4,117,5,15,1,1,33.15856111,-86.77037222,1,1,1,10,1,1
10498,1,0,1,2,31,5,21,4,5,31.39853889,-85.83116667,1,4,2,1,2,2
10499,1,0,3,3,89,5,21,1,1,34.7083,-86.66696389,1,1,3,1,1,1
10500,1,1,1,1,89,6,20,2,3,34.73495,-86.62624722,1,1,3,1,1,1
10501,1,0,2,2,45,6,15,2,3,31.29496389,-85.71815556,2,1,1,1,1,1
10502,1,0,1,3,45,6,17,4,5,31.46524444,-85.45905556,1,4,1,2,3,3
10503,1,0,2,3,97,7,20,4,5,30.57736667,-88.18222222,1,1,3,2,1,3
10504,1,0,1,1,119,7,16,3,4,32.61216111,-88.30620833,1,4,1,1,1,1
10505,1,0,1,1,89,7,21,4,7,34.97641667,-86.57871944,1,4,3,2,1,1
10506,1,0,1,1,125,7,23,1,1,33.17437222,-87.40515556,1,4,3,10,1,1
10507,1,0,2,3,43,1,20,6,7,34.15888611,-86.84806944,2,1,3,1,1,2
10508,1,1,1,1,1,1,18,6,6,32.44727222,-86.46681667,4,1,1,1,1,1
10509,1,1,1,2,53,1,0,2,4,31.02297222,-87.524025,1,1,2,1,1,1
10510,1,0,2,4,23,2,18,3,4,32.19837778,-88.16917778,1,1,1,1,1,4
10511,1,0,1,1,99,3,9,4,5,31.42662222,-87.38323889,1,4,1,1,1,1
10512,1,0,1,1,121,3,20,6,7,33.41186944,-86.12648056,1,4,3,10,1,1
10513,1,0,3,2,95,3,9,2,3,34.27825278,-86.21108333,1,5,1,10,1,2
10514,1,0,2,3,33,4,18,3,3,34.68476389,-87.59659167,1,1,5,10,1,3
10515,1,0,2,4,125,4,16,6,4,33.22918056,-87.50975,3,1,1,1,1,3
10516,1,0,1,1,97,5,21,1,1,30.47935556,-88.38799444,1,1,3,10,1,1
10517,1,0,1,1,131,6,1,4,5,32.00810556,-87.28956667,1,4,2,1,1,1
10518,1,0,1,1,73,6,10,4,5,33.73008611,-86.74584167,1,4,1,1,1,1
10519,1,0,1,3,33,7,2,3,5,34.61985278,-87.91099444,1,4,2,1,2,3
10520,1,0,2,4,65,7,13,2,3,32.50915556,-87.70711667,2,1,1,10,1,4
10521,1,0,1,1,123,7,17,4,7,32.96056944,-85.67656944,1,4,1,10,1,1
10522,1,0,1,1,25,7,20,4,7,31.67265278,-87.87076389,1,4,2,1,1,1
10523,1,0,1,1,69,1,1,6,7,31.23670556,-85.4075,1,4,3,1,1,1
10524,1,0,1,1,97,1,0,6,7,30.65901944,-88.23793611,1,4,3,1,1,1
10525,1,0,2,1,13,2,19,2,5,31.52418611,-86.74569167,1,4,5,1,1,1
10527,1,0,1,1,55,3,14,1,1,34.08132222,-86.02029444,1,3,1,1,1,1
10528,1,0,1,1,45,3,5,6,7,31.31529444,-85.55222778,1,1,3,1,1,1
10529,1,0,1,2,113,3,15,3,4,32.33598333,-85.019375,1,4,1,2,1,2
10530,1,0,3,4,73,3,19,1,1,33.43371389,-86.73968333,1,3,2,1,2,4
10531,1,0,1,1,31,4,22,3,5,31.27951667,-86.13459444,1,4,2,10,1,1
10532,1,0,2,2,115,4,6,3,4,33.75016944,-86.12122778,1,1,1,1,1,1
10533,1,1,1,2,21,6,21,2,4,32.81217222,-86.60163056,1,1,2,1,1,1
10534,1,0,2,3,3,6,17,4,5,30.461125,-87.58142778,1,1,1,1,1,3
10535,1,0,1,1,123,6,23,3,4,32.98960833,-85.841475,1,4,2,1,1,1
10536,1,0,1,1,97,7,7,1,1,30.75186667,-88.09501944,1,8,3,1,1,1
10537,1,0,3,3,125,1,18,1,1,33.17248611,-87.44298611,1,1,1,1,2,2
10538,1,0,2,2,119,1,19,3,5,32.75620833,-88.16759167,1,1,5,1,1,2
10539,1,0,1,1,19,1,6,3,5,34.26953333,-85.6811,1,5,4,1,1,1
10540,1,0,2,6,11,1,10,2,5,31.95946111,-85.71106667,1,1,1,1,2,6
10541,1,0,2,3,21,2,6,2,4,32.77322222,-86.54117778,1,1,1,1,1,3
10542,1,0,1,1,89,2,9,6,5,34.665925,-86.45288333,1,3,1,1,1,1
10543,1,0,1,1,115,2,22,2,4,33.67675833,-86.28186667,1,4,1,1,1,1
10544,1,0,1,1,31,3,6,6,5,31.36715833,-85.85160278,1,4,1,1,1,1
10545,1,0,1,4,101,3,11,1,1,32.24664167,-86.37063889,1,4,1,1,2,4
10546,1,0,3,3,89,3,15,2,3,34.69568889,-86.51437778,1,3,1,1,1,2
10547,1,0,2,2,15,4,11,4,7,33.68296944,-85.85832222,1,1,1,1,1,1
10548,1,0,2,2,117,4,23,3,4,33.28170278,-86.44990556,1,1,2,1,1,1
10549,1,0,2,2,69,5,20,3,3,31.19105556,-85.45192222,2,1,3,1,1,1
10550,1,0,1,3,17,6,4,1,1,32.82791667,-85.20784167,1,4,2,1,2,3
10551,1,0,1,1,79,6,7,4,7,34.57855833,-87.17166389,1,4,1,1,1,1
10552,1,0,2,5,113,7,17,2,2,32.49820556,-85.01919444,1,1,1,1,3,4
10553,1,0,1,1,101,1,2,4,4,32.44158056,-86.3058,1,4,2,1,1,1
10554,1,0,2,6,117,1,18,4,4,33.19405278,-86.86126111,3,1,1,1,1,6
10555,1,1,1,1,43,3,15,2,5,34.04350556,-86.75470278,1,1,1,1,1,1
10556,1,0,1,1,57,3,17,2,4,33.80823056,-87.80151389,1,4,1,1,1,1
10557,1,1,1,1,125,4,8,2,3,33.28039167,-87.79145,1,3,1,1,1,1
10558,1,0,2,3,89,4,12,6,3,34.72008056,-86.60786667,2,1,1,1,1,2
10559,1,0,2,4,55,5,11,2,4,34.14727222,-85.961375,1,1,1,1,1,4
10560,1,0,1,1,47,5,14,3,4,32.31389722,-87.22647778,1,4,1,1,1,1
10561,1,0,2,4,101,6,17,4,5,32.15068889,-86.24192222,1,1,1,2,1,4
10562,1,0,1,3,33,7,3,3,3,34.77116944,-87.66757222,1,4,3,1,3,3
10563,1,0,1,2,95,7,1,3,4,34.28888333,-86.282225,1,4,2,10,1,2
10564,1,0,1,1,93,7,7,1,1,33.9565,-87.64647778,1,3,1,10,1,1
10565,1,0,1,1,129,7,16,4,7,31.57903889,-88.30443611,1,4,1,1,1,1
10566,1,0,1,1,117,1,0,3,4,33.15843333,-86.72491944,1,5,2,1,1,1
10567,1,0,1,2,111,2,0,4,7,33.25746667,-85.5755,1,1,2,1,1,1
10568,1,0,1,1,95,2,6,3,4,34.27778889,-86.25536389,1,4,1,10,1,1
10569,1,0,1,1,125,2,22,4,7,33.229625,-87.73856389,1,4,2,1,1,1
10570,1,0,1,1,117,3,0,4,4,33.46080833,-86.59345556,1,4,2,1,1,1
10571,1,0,2,2,17,3,17,3,4,33.04237222,-85.48496389,1,1,1,1,1,1
10572,1,0,2,2,89,3,13,6,4,34.7925,-86.55312778,1,1,1,1,1,2
10573,1,1,1,1,101,4,22,6,3,32.32675278,-86.29798056,1,1,3,1,1,1
10574,1,0,1,1,71,6,15,3,4,34.55170556,-86.14253611,1,4,1,1,1,1
10575,1,0,1,1,121,6,21,3,4,33.39338611,-86.03761111,1,4,2,1,1,1
10576,1,0,1,1,95,7,15,4,5,34.32049167,-86.20526389,1,4,1,1,1,1
10577,1,0,1,3,9,7,18,4,6,33.77821111,-86.63815833,1,4,1,1,1,3
10578,1,0,1,1,73,7,19,1,1,33.543025,-86.64128056,1,4,5,1,1,1
10579,1,0,1,1,29,1,1,3,4,33.66826111,-85.56990278,1,4,2,1,1,1
10580,1,0,2,2,73,2,15,1,1,33.49478333,-86.70429722,1,1,1,1,1,1
10581,1,0,3,4,97,1,20,6,3,30.71728611,-88.22551944,2,1,3,1,1,1
10582,1,0,2,4,89,2,15,4,3,34.704725,-86.39535278,3,1,1,1,1,3
10583,1,0,3,5,73,5,19,1,1,33.34008056,-86.91732778,1,1,2,1,1,1
10584,1,1,1,1,101,1,4,6,7,32.36708889,-86.24833333,1,1,2,1,1,1
10585,1,0,2,2,125,3,20,1,1,33.17502778,-87.55556389,1,1,3,1,1,1
10586,1,0,2,2,39,6,9,3,4,31.3581,-86.55723889,1,1,1,1,1,1
10587,1,0,2,2,73,1,1,4,4,33.61828056,-86.67154167,1,1,3,1,2,2
10589,1,0,3,4,101,3,13,6,4,32.33490278,-86.34201944,1,1,1,1,1,3
10590,1,0,2,3,73,2,11,4,5,33.31734722,-87.03873056,2,1,1,1,1,1
10591,1,0,2,2,53,4,9,3,4,31.00642222,-87.27034167,1,1,1,1,1,1
10592,1,0,1,1,93,5,13,3,3,34.23334722,-87.63547778,1,4,1,1,1,1
10593,1,0,1,2,43,5,23,1,1,34.17409444,-86.87586111,1,4,3,1,1,2
10594,1,0,2,2,73,5,20,4,7,33.59828611,-86.80842222,1,1,2,1,1,2
10595,1,0,3,3,125,4,22,1,1,33.18306667,-87.35993889,1,1,2,1,1,3
10596,1,0,2,4,15,6,14,4,7,33.93524167,-85.84497778,1,1,1,10,2,2
10597,1,0,2,5,95,6,17,3,4,34.36078611,-86.38975278,1,1,1,1,1,5
10598,1,0,2,2,73,7,10,4,5,33.49563889,-87.11563333,1,1,1,1,1,2
10599,1,0,2,2,43,7,5,3,4,33.96918611,-86.83478611,1,1,2,2,2,2
10600,1,0,1,1,51,7,7,6,7,32.61234444,-86.00059722,1,4,4,2,1,1
10601,1,0,1,3,111,1,1,4,5,33.44089167,-85.60441111,1,4,2,10,1,3
10602,1,1,1,2,71,1,19,3,4,34.80629722,-86.11972222,1,1,2,1,1,1
10603,1,0,2,2,73,2,13,6,3,33.52997778,-86.72673889,1,1,1,1,1,1
10604,1,0,2,2,3,2,6,1,1,30.93848889,-87.89763889,1,1,4,1,1,1
10605,1,0,1,1,81,2,5,6,4,32.61254444,-85.42624722,1,4,3,1,1,1
10606,1,0,1,2,29,2,14,4,7,33.71373056,-85.60825,1,4,1,1,1,2
10607,1,0,1,1,83,3,1,4,7,34.55891667,-86.83699444,1,4,2,1,1,1
10608,1,0,1,1,81,3,23,3,3,32.58363889,-85.50201667,1,4,2,1,1,1
10609,1,0,1,1,81,3,7,4,5,32.59916944,-85.57893889,1,1,1,1,1,1
10610,1,0,2,2,89,3,23,3,3,34.85966111,-86.7225,2,1,2,1,1,2
10611,1,0,1,1,93,4,16,1,1,34.18005278,-88.08001667,1,3,1,1,1,1
10612,1,0,2,2,73,5,12,4,5,33.57472778,-86.88771944,2,1,1,1,1,1
10614,1,0,2,3,37,6,8,3,4,32.89022778,-86.08428889,1,1,1,1,1,3
10615,1,0,1,1,3,6,15,2,4,30.56769444,-87.61928611,1,4,1,1,1,1
10616,1,0,1,1,73,6,21,6,5,33.53634167,-86.87992778,1,4,3,1,1,1
